input,cost_algo1,output_algo1,runtime_algo1
"[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]",1,"['[(2, 1), (2, 3), (3, 4)]']",0.00018373
"[2, 1, 4, 3]-[2, 4, 1, 3]-[2, 4, 3, 1]-[4, 2, 1, 3]-[4, 2, 3, 1]",1,"['[(2, 1), (2, 3), (4, 3)]']",0.00045533
"[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 2, 1]",1,"['[(2, 1), (3, 2), (3, 4)]']",0.00018547
"[4, 3, 2, 1]",1,"['[(2, 1), (3, 2), (4, 3)]']",3.966e-05
"[2, 1, 4, 3]-[2, 4, 1, 3]-[2, 4, 3, 1]",1,"['[(2, 1), (2, 4), (4, 3)]']",0.00018978
"[2, 1, 3, 4]-[2, 3, 1, 4]-[2, 3, 4, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]",1,"['[(2, 1), (2, 4), (3, 4)]']",0.00045952
"[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 2, 1]",1,"['[(2, 1), (4, 2), (4, 3)]']",0.00018352
"[3, 4, 2, 1]",1,"['[(2, 1), (3, 4), (4, 2)]']",4.283e-05
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]",1,"['[(1, 2), (1, 3), (2, 4)]']",0.00015989
"[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]",1,"['[(1, 2), (1, 3), (4, 2)]']",0.00045851
"[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 4, 1, 3]",1,"['[(1, 3), (2, 1), (2, 4)]']",0.00017941
"[4, 2, 1, 3]",1,"['[(1, 3), (2, 1), (4, 2)]']",4.154e-05
"[1, 3, 4, 2]-[1, 4, 2, 3]-[1, 4, 3, 2]",1,"['[(1, 3), (1, 4), (4, 2)]']",0.00019802
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 3, 2, 4]-[2, 1, 3, 4]-[2, 1, 4, 3]",1,"['[(1, 3), (1, 4), (2, 4)]']",0.00036131
"[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]",1,"['[(1, 3), (4, 1), (4, 2)]']",0.00015866
"[2, 4, 1, 3]",1,"['[(1, 3), (2, 4), (4, 1)]']",4.115e-05
"[3, 1, 2, 4]",1,"['[(1, 2), (2, 4), (3, 1)]']",3.778e-05
"[3, 1, 4, 2]-[3, 4, 1, 2]-[4, 3, 1, 2]",1,"['[(1, 2), (3, 1), (4, 2)]']",0.00019176
"[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 2, 1, 4]-[3, 2, 4, 1]",1,"['[(2, 1), (2, 4), (3, 1)]']",0.00039907
"[3, 4, 2, 1]-[4, 2, 3, 1]-[4, 3, 2, 1]",1,"['[(2, 1), (3, 1), (4, 2)]']",0.00018348
"[3, 1, 4, 2]",1,"['[(1, 4), (3, 1), (4, 2)]']",4.193e-05
"[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 2, 1, 4]",1,"['[(1, 4), (2, 4), (3, 1)]']",0.00018295
"[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",1,"['[(3, 1), (4, 1), (4, 2)]']",0.00049528
"[2, 3, 4, 1]-[2, 4, 3, 1]-[3, 2, 4, 1]",1,"['[(2, 4), (3, 1), (4, 1)]']",0.00016395
"[1, 3, 2, 4]-[1, 3, 4, 2]",1,"['[(1, 3), (3, 2), (3, 4)]']",9.405e-05
"[1, 4, 3, 2]-[4, 1, 3, 2]",1,"['[(1, 3), (3, 2), (4, 3)]']",9.504e-05
"[1, 2, 3, 4]-[2, 1, 3, 4]",1,"['[(1, 3), (2, 3), (3, 4)]']",9.224e-05
"[1, 2, 4, 3]-[1, 4, 2, 3]-[2, 1, 4, 3]-[2, 4, 1, 3]-[4, 1, 2, 3]-[4, 2, 1, 3]",1,"['[(1, 3), (2, 3), (4, 3)]']",0.00062099
"[1, 3, 2, 4]",1,"['[(1, 3), (2, 4), (3, 2)]']",4.27e-05
"[1, 3, 4, 2]-[1, 4, 3, 2]-[4, 1, 3, 2]",1,"['[(1, 3), (3, 2), (4, 2)]']",0.00018111
"[1, 2, 3, 4]-[1, 2, 4, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 4, 1, 3]",1,"['[(1, 3), (2, 3), (2, 4)]']",0.00045124
"[1, 4, 2, 3]-[4, 1, 2, 3]-[4, 2, 1, 3]",1,"['[(1, 3), (2, 3), (4, 2)]']",0.00018429
"[1, 3, 4, 2]",1,"['[(1, 3), (3, 4), (4, 2)]']",4.062e-05
"[1, 2, 3, 4]-[1, 3, 2, 4]-[2, 1, 3, 4]",1,"['[(1, 3), (2, 4), (3, 4)]']",0.00016012
"[1, 4, 2, 3]-[1, 4, 3, 2]-[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]",1,"['[(1, 3), (4, 2), (4, 3)]']",0.00042279
"[1, 2, 4, 3]-[2, 1, 4, 3]-[2, 4, 1, 3]",1,"['[(1, 3), (2, 4), (4, 3)]']",0.00017862
"[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]-[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]",1,"['[(3, 1), (3, 2), (3, 4)]']",0.00060619
"[4, 3, 1, 2]-[4, 3, 2, 1]",1,"['[(3, 1), (3, 2), (4, 3)]']",9.874e-05
"[2, 3, 1, 4]-[2, 3, 4, 1]",1,"['[(2, 3), (3, 1), (3, 4)]']",9.229e-05
"[2, 4, 3, 1]-[4, 2, 3, 1]",1,"['[(2, 3), (3, 1), (4, 3)]']",9.25e-05
"[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]",1,"['[(2, 4), (3, 1), (3, 2)]']",0.00018123
"[3, 1, 4, 2]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",1,"['[(3, 1), (3, 2), (4, 2)]']",0.00044274
"[2, 3, 1, 4]-[2, 3, 4, 1]-[2, 4, 3, 1]",1,"['[(2, 3), (2, 4), (3, 1)]']",0.00018122
"[4, 2, 3, 1]",1,"['[(2, 3), (3, 1), (4, 2)]']",4.102e-05
"[3, 1, 4, 2]-[3, 4, 1, 2]-[3, 4, 2, 1]",1,"['[(3, 1), (3, 4), (4, 2)]']",0.00018135
"[2, 3, 1, 4]-[2, 3, 4, 1]-[3, 1, 2, 4]-[3, 2, 1, 4]-[3, 2, 4, 1]",1,"['[(2, 4), (3, 1), (3, 4)]']",0.00042924
"[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",1,"['[(3, 1), (4, 2), (4, 3)]']",0.00019844
"[2, 4, 3, 1]",1,"['[(2, 4), (3, 1), (4, 3)]']",4.133e-05
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 4, 2, 3]",1,"['[(1, 2), (1, 4), (2, 3)]']",0.00017737
"[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]-[3, 1, 2, 4]-[3, 1, 4, 2]",1,"['[(1, 2), (1, 4), (3, 2)]']",0.00038455
"[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]",1,"['[(1, 4), (2, 1), (2, 3)]']",0.00015799
"[3, 2, 1, 4]",1,"['[(1, 4), (2, 1), (3, 2)]']",4.077e-05
"[1, 3, 2, 4]-[1, 3, 4, 2]-[1, 4, 3, 2]",1,"['[(1, 3), (1, 4), (3, 2)]']",0.00018583
"[1, 2, 3, 4]-[1, 2, 4, 3]-[1, 4, 2, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]",1,"['[(1, 3), (1, 4), (2, 3)]']",0.00038327
"[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]",1,"['[(1, 4), (3, 1), (3, 2)]']",0.00016105
"[2, 3, 1, 4]",1,"['[(1, 4), (2, 3), (3, 1)]']",4.094e-05
"[4, 1, 2, 3]",1,"['[(1, 2), (2, 3), (4, 1)]']",3.734e-05
"[3, 4, 1, 2]-[4, 1, 3, 2]-[4, 3, 1, 2]",1,"['[(1, 2), (3, 2), (4, 1)]']",0.00019194
"[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]-[4, 2, 1, 3]-[4, 2, 3, 1]",1,"['[(2, 1), (2, 3), (4, 1)]']",0.00044721
"[3, 2, 4, 1]-[3, 4, 2, 1]-[4, 3, 2, 1]",1,"['[(2, 1), (3, 2), (4, 1)]']",0.00012396
"[4, 1, 3, 2]",1,"['[(1, 3), (3, 2), (4, 1)]']",2.453e-05
"[2, 4, 1, 3]-[4, 1, 2, 3]-[4, 2, 1, 3]",1,"['[(1, 3), (2, 3), (4, 1)]']",9.797e-05
"[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",1,"['[(3, 1), (3, 2), (4, 1)]']",0.0002382
"[2, 3, 4, 1]-[2, 4, 3, 1]-[4, 2, 3, 1]",1,"['[(2, 3), (3, 1), (4, 1)]']",9.672e-05
"[1, 4, 2, 3]-[1, 4, 3, 2]",1,"['[(1, 4), (4, 2), (4, 3)]']",5.069e-05
"[1, 3, 4, 2]-[3, 1, 4, 2]",1,"['[(1, 4), (3, 4), (4, 2)]']",5.01e-05
"[1, 2, 4, 3]-[2, 1, 4, 3]",1,"['[(1, 4), (2, 4), (4, 3)]']",5.03e-05
"[1, 2, 3, 4]-[1, 3, 2, 4]-[2, 1, 3, 4]-[2, 3, 1, 4]-[3, 1, 2, 4]-[3, 2, 1, 4]",1,"['[(1, 4), (2, 4), (3, 4)]']",0.00031153
"[1, 4, 2, 3]",1,"['[(1, 4), (2, 3), (4, 2)]']",2.329e-05
"[1, 3, 4, 2]-[1, 4, 3, 2]-[3, 1, 4, 2]",1,"['[(1, 4), (3, 2), (4, 2)]']",8.526e-05
"[1, 2, 3, 4]-[1, 2, 4, 3]-[2, 1, 3, 4]-[2, 1, 4, 3]-[2, 3, 1, 4]",1,"['[(1, 4), (2, 3), (2, 4)]']",0.00021957
"[1, 3, 2, 4]-[3, 1, 2, 4]-[3, 2, 1, 4]",1,"['[(1, 4), (2, 4), (3, 2)]']",9.638e-05
"[1, 4, 3, 2]",1,"['[(1, 4), (3, 2), (4, 3)]']",2.245e-05
"[1, 2, 4, 3]-[1, 4, 2, 3]-[2, 1, 4, 3]",1,"['[(1, 4), (2, 3), (4, 3)]']",8.416e-05
"[1, 3, 2, 4]-[1, 3, 4, 2]-[3, 1, 2, 4]-[3, 1, 4, 2]-[3, 2, 1, 4]",1,"['[(1, 4), (3, 2), (3, 4)]']",0.00021528
"[1, 2, 3, 4]-[2, 1, 3, 4]-[2, 3, 1, 4]",1,"['[(1, 4), (2, 3), (3, 4)]']",9.54e-05
"[4, 1, 2, 3]-[4, 1, 3, 2]-[4, 2, 1, 3]-[4, 2, 3, 1]-[4, 3, 1, 2]-[4, 3, 2, 1]",1,"['[(4, 1), (4, 2), (4, 3)]']",0.00031181
"[3, 4, 1, 2]-[3, 4, 2, 1]",1,"['[(3, 4), (4, 1), (4, 2)]']",5.187e-05
"[2, 4, 1, 3]-[2, 4, 3, 1]",1,"['[(2, 4), (4, 1), (4, 3)]']",5.769e-05
"[2, 3, 4, 1]-[3, 2, 4, 1]",1,"['[(2, 4), (3, 4), (4, 1)]']",0.00010901
"[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]",1,"['[(2, 3), (4, 1), (4, 2)]']",0.00018892
"[3, 4, 1, 2]-[3, 4, 2, 1]-[4, 1, 3, 2]-[4, 3, 1, 2]-[4, 3, 2, 1]",1,"['[(3, 2), (4, 1), (4, 2)]']",0.00046143
"[2, 3, 4, 1]-[2, 4, 1, 3]-[2, 4, 3, 1]",1,"['[(2, 3), (2, 4), (4, 1)]']",0.00023103
"[3, 2, 4, 1]",1,"['[(2, 4), (3, 2), (4, 1)]']",5.288e-05
"[4, 1, 3, 2]-[4, 3, 1, 2]-[4, 3, 2, 1]",1,"['[(3, 2), (4, 1), (4, 3)]']",0.00020977
"[2, 4, 1, 3]-[2, 4, 3, 1]-[4, 1, 2, 3]-[4, 2, 1, 3]-[4, 2, 3, 1]",1,"['[(2, 3), (4, 1), (4, 3)]']",0.00046085
"[3, 2, 4, 1]-[3, 4, 1, 2]-[3, 4, 2, 1]",1,"['[(3, 2), (3, 4), (4, 1)]']",0.00021374
"[2, 3, 4, 1]",1,"['[(2, 3), (3, 4), (4, 1)]']",5.113e-05
