input,cost_algo2,output_algo2,runtime_algo2
"[1, 2, 3, 4, 5]-[1, 2, 3, 5, 4]-[1, 2, 4, 3, 5]-[1, 2, 4, 5, 3]-[1, 2, 5, 3, 4]-[1, 2, 5, 4, 3]-[1, 3, 2, 4, 5]-[1, 3, 2, 5, 4]-[2, 1, 3, 4, 5]-[2, 1, 3, 5, 4]-[2, 1, 4, 3, 5]-[2, 1, 4, 5, 3]-[2, 1, 5, 3, 4]-[2, 1, 5, 4, 3]-[2, 5, 1, 3, 4]-[2, 5, 1, 4, 3]",28,"['[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 4), (3, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 4), (3, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 4), (3, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 4), (3, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 4), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 4), (3, 5), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 4), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (5, 3)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (5, 3)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 2), (3, 4), (3, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 2), (3, 4), (3, 5), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (3, 4), (3, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (3, 4), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (4, 3), (5, 3)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (4, 3), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (5, 1), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (4, 3), (5, 1), (5, 3), (5, 4)]']",0.00538889
"[1, 3, 5, 2, 4]-[1, 5, 2, 3, 4]-[1, 5, 2, 4, 3]-[1, 5, 3, 2, 4]-[5, 1, 2, 3, 4]-[5, 1, 2, 4, 3]-[5, 1, 3, 2, 4]-[5, 2, 1, 3, 4]-[5, 2, 1, 4, 3]",14,"['[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (3, 2), (3, 4), (5, 2), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 4), (3, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 4), (3, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (4, 3), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 4), (3, 2), (3, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 3), (2, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 4), (3, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 3), (2, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 3), (2, 4), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 4), (3, 2), (3, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]']",0.001548
"[1, 3, 4, 5, 2]-[1, 4, 3, 5, 2]-[1, 4, 5, 2, 3]-[1, 4, 5, 3, 2]",4,"['[(1, 2), (1, 3), (1, 4), (1, 5), (3, 2), (3, 5), (4, 2), (4, 5), (5, 2)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (3, 2), (4, 2), (4, 3), (4, 5), (5, 2)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (3, 2), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]']",0.00022354
"[1, 2, 3, 4, 5]-[1, 2, 4, 3, 5]-[1, 2, 4, 5, 3]-[1, 3, 2, 4, 5]-[1, 3, 4, 2, 5]-[1, 4, 2, 3, 5]-[1, 4, 2, 5, 3]-[1, 4, 3, 2, 5]-[2, 1, 3, 4, 5]-[2, 1, 4, 3, 5]-[2, 1, 4, 5, 3]",18,"['[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 4), (3, 5), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 5), (4, 3), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 5), (4, 3), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 5), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5), (5, 3)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 5), (3, 2), (3, 4), (3, 5), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 5), (3, 2), (3, 5), (4, 2), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 5), (4, 2), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 5), (3, 5), (4, 2), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 5), (4, 2), (4, 3), (4, 5), (5, 3)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 5), (3, 2), (3, 5), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5), (5, 3)]']",0.0023325
"[1, 3, 5, 2, 4]-[1, 3, 5, 4, 2]-[1, 5, 2, 3, 4]-[1, 5, 2, 4, 3]-[1, 5, 3, 2, 4]-[1, 5, 3, 4, 2]-[1, 5, 4, 2, 3]-[1, 5, 4, 3, 2]-[5, 1, 2, 3, 4]-[5, 1, 2, 4, 3]-[5, 1, 3, 2, 4]-[5, 1, 3, 4, 2]-[5, 1, 4, 2, 3]-[5, 1, 4, 3, 2]-[5, 2, 1, 3, 4]-[5, 2, 1, 4, 3]",27,"['[(1, 2), (1, 3), (1, 4), (1, 5), (3, 2), (3, 4), (5, 2), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (3, 2), (3, 4), (5, 2), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (3, 2), (3, 4), (4, 2), (5, 2), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 4), (3, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 3), (2, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 4), (3, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 3), (4, 3), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 3), (4, 3), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (3, 2), (3, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (3, 2), (3, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (3, 2), (4, 2), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (4, 2), (4, 3), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (4, 2), (4, 3), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (3, 2), (4, 2), (4, 3), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 3), (2, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 4), (3, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 3), (2, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (2, 3), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 3), (2, 4), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (3, 2), (3, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (3, 2), (4, 2), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (3, 2), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]']",0.0053961
"[1, 2, 3, 5, 4]-[1, 2, 5, 3, 4]-[1, 2, 5, 4, 3]-[1, 3, 2, 5, 4]-[2, 1, 3, 5, 4]-[2, 1, 5, 3, 4]-[2, 1, 5, 4, 3]-[2, 5, 1, 3, 4]-[2, 5, 1, 4, 3]",13,"['[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 4), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 4), (3, 5), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 4), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 2), (3, 4), (3, 5), (5, 4)]', '[(1, 3), (1, 4), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (3, 4), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (4, 3), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (5, 1), (5, 3), (5, 4)]', '[(1, 3), (1, 4), (2, 1), (2, 3), (2, 4), (2, 5), (4, 3), (5, 1), (5, 3), (5, 4)]']",0.00148098
"[4, 1, 2, 3, 5]-[4, 1, 2, 5, 3]-[4, 1, 3, 2, 5]-[4, 1, 3, 5, 2]-[4, 1, 5, 2, 3]-[4, 1, 5, 3, 2]-[4, 2, 1, 3, 5]-[4, 2, 1, 5, 3]-[4, 2, 5, 1, 3]-[4, 5, 1, 2, 3]-[4, 5, 1, 3, 2]-[4, 5, 2, 1, 3]",17,"['[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 5), (2, 5), (3, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 5), (2, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5), (5, 3)]', '[(1, 2), (1, 3), (1, 5), (3, 2), (3, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 5), (3, 2), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 3), (1, 5), (2, 1), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (2, 1), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 3)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 2), (5, 3)]', '[(1, 3), (2, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 2), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 2), (5, 3)]']",0.00252876
"[5, 4, 1, 2, 3]-[5, 4, 1, 3, 2]-[5, 4, 2, 1, 3]",4,"['[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (2, 1), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]']",0.00016798
"[2, 4, 1, 3, 5]-[2, 4, 1, 5, 3]-[2, 4, 5, 1, 3]",3,"['[(1, 3), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (4, 1), (4, 3), (4, 5)]', '[(1, 3), (2, 1), (2, 3), (2, 4), (2, 5), (4, 1), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (2, 4), (2, 5), (4, 1), (4, 3), (4, 5), (5, 1), (5, 3)]']",0.00014221
"[2, 5, 4, 1, 3]-[5, 2, 4, 1, 3]",2,"['[(1, 3), (2, 1), (2, 3), (2, 4), (4, 1), (4, 3), (5, 1), (5, 3), (5, 4)]', '[(1, 3), (2, 1), (2, 3), (2, 4), (4, 1), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]']",8.914e-05
"[4, 1, 2, 3, 5]-[4, 1, 2, 5, 3]-[4, 1, 3, 2, 5]-[4, 2, 1, 3, 5]-[4, 2, 1, 5, 3]-[4, 2, 5, 1, 3]",8,"['[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 5), (2, 5), (3, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5), (5, 3)]', '[(1, 2), (1, 3), (1, 5), (2, 5), (3, 2), (3, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (1, 5), (2, 1), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (2, 1), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 3)]']",0.00064412
"[4, 1, 3, 5, 2]-[4, 1, 5, 2, 3]-[4, 1, 5, 3, 2]-[4, 5, 1, 2, 3]-[4, 5, 1, 3, 2]-[4, 5, 2, 1, 3]-[5, 4, 1, 2, 3]-[5, 4, 1, 3, 2]-[5, 4, 2, 1, 3]",14,"['[(1, 2), (1, 3), (1, 5), (3, 2), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3)]', '[(1, 3), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3)]', '[(1, 3), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (2, 1), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]']",0.0015421
"[2, 4, 1, 3, 5]-[2, 4, 1, 5, 3]-[2, 4, 5, 1, 3]-[2, 5, 4, 1, 3]",4,"['[(1, 3), (1, 5), (2, 1), (2, 3), (2, 4), (2, 5), (4, 1), (4, 3), (4, 5)]', '[(1, 3), (2, 1), (2, 3), (2, 4), (2, 5), (4, 1), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (2, 4), (2, 5), (4, 1), (4, 3), (5, 1), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (2, 4), (2, 5), (4, 1), (4, 3), (5, 1), (5, 3), (5, 4)]']",0.00021864
"[5, 2, 4, 1, 3]",1,"['[(1, 3), (2, 1), (2, 3), (2, 4), (4, 1), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]']",3.009e-05
"[4, 1, 3, 5, 2]-[4, 1, 5, 2, 3]-[4, 1, 5, 3, 2]-[4, 5, 1, 2, 3]-[4, 5, 1, 3, 2]-[4, 5, 2, 1, 3]",8,"['[(1, 2), (1, 3), (1, 5), (3, 2), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (4, 5), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 2), (5, 3)]', '[(1, 3), (2, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 2), (5, 3)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 2), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 2), (5, 3)]']",0.00064478
"[2, 4, 1, 3, 5]-[2, 4, 1, 5, 3]-[2, 4, 5, 1, 3]-[4, 1, 2, 3, 5]-[4, 1, 2, 5, 3]-[4, 1, 3, 2, 5]-[4, 2, 1, 3, 5]-[4, 2, 1, 5, 3]-[4, 2, 5, 1, 3]",13,"['[(1, 3), (1, 5), (2, 1), (2, 3), (2, 5), (4, 1), (4, 3), (4, 5)]', '[(1, 3), (1, 5), (2, 1), (2, 3), (2, 5), (4, 1), (4, 3), (4, 5)]', '[(1, 3), (2, 1), (2, 3), (2, 5), (4, 1), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (2, 5), (4, 1), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (2, 5), (4, 1), (4, 3), (4, 5), (5, 1), (5, 3)]', '[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 5), (2, 5), (3, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (1, 5), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5), (5, 3)]', '[(1, 2), (1, 3), (1, 5), (2, 5), (3, 2), (3, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (1, 5), (2, 1), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5)]', '[(1, 3), (2, 1), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5), (5, 3)]', '[(1, 3), (2, 1), (2, 3), (2, 5), (4, 1), (4, 2), (4, 3), (4, 5), (5, 1), (5, 3)]']",0.00148254
"[5, 2, 4, 1, 3]-[5, 4, 1, 2, 3]-[5, 4, 1, 3, 2]-[5, 4, 2, 1, 3]",5,"['[(1, 3), (2, 1), (2, 3), (4, 1), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (3, 2), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]', '[(1, 3), (2, 1), (2, 3), (4, 1), (4, 2), (4, 3), (5, 1), (5, 2), (5, 3), (5, 4)]']",0.00024467
"[2, 5, 4, 1, 3]",1,"['[(1, 3), (2, 1), (2, 3), (2, 4), (2, 5), (4, 1), (4, 3), (5, 1), (5, 3), (5, 4)]']",3.039e-05
"[1, 2, 3, 4, 5]-[1, 2, 3, 5, 4]-[1, 2, 4, 3, 5]-[1, 2, 4, 5, 3]-[1, 2, 5, 3, 4]-[1, 2, 5, 4, 3]-[1, 3, 2, 4, 5]-[1, 3, 2, 5, 4]-[1, 3, 5, 2, 4]-[1, 5, 2, 3, 4]-[1, 5, 2, 4, 3]-[1, 5, 3, 2, 4]",17,"['[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 4), (3, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 5), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 4), (3, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (3, 4), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 4), (3, 5), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (4, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (2, 5), (4, 3), (5, 3)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (4, 3), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (2, 5), (3, 2), (3, 4), (3, 5)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (3, 2), (3, 4), (3, 5), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (3, 2), (3, 4), (5, 2), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (3, 4), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 3), (2, 4), (4, 3), (5, 2), (5, 3), (5, 4)]', '[(1, 2), (1, 3), (1, 4), (1, 5), (2, 4), (3, 2), (3, 4), (5, 2), (5, 3), (5, 4)]']",0.00247236
